timestamp,date,day_index,slot,interval,branch,level,label,backend,settlement_clock,plan_owner_day_index,plan_j,B_kwh,A_kwh,Q_kwh,price_yuan_per_kwh,adjustment_price_yuan_per_kwh,load_kwh,pv_kwh,qL,qB,u,gL,gB,kappa,eL,eB,e_kwh,x,y,I_kwh,S0_kwh,S1_kwh,target_soc_kwh,regular_fee_yuan,emergency_fee_yuan,cash_fee_yuan,physics_residual,schema_hash
2025-01-09T00:00:00,2025-01-09,8,0,0:00-0:10,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,7,143,649.4199583333334,649.4199583333335,649.4199583333335,0.4537,1.2693,610.64,0.0,610.64,38.779958333333525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.779958333333525,0.0,649.4199583333335,7802.145661949418,7838.9355607193465,6923.735200791535,294.6418350958336,0.0,294.6418350958336,1.7053025658242404e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T00:10:00,2025-01-09,8,1,0:10-0:20,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,0,1592.2532494444442,1592.2532494444442,1592.2532494444442,0.4191,0.4191,593.6329,0.0,593.6328999999998,833.3333333333333,165.28701611111114,0.0,0.0,0.0,0.0,0.0,0.0,833.3333333333333,0.0,1426.966233333333,7838.9355607193465,8629.504975761442,6045.324739633652,667.3133368421666,0.0,667.3133368421666,2.2737367544323206e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T00:20:00,2025-01-09,8,2,0:20-0:30,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,1,1585.3779635185183,1585.3779635185183,1585.3779635185183,0.4194,0.4194,599.5246833333333,0.0,599.5246833333333,833.3333333333333,152.51994685185173,0.0,0.0,0.0,0.0,0.0,0.0,833.3333333333333,0.0,1432.8580166666666,8629.504975761442,9420.074390803537,5166.914278475769,664.9075178996666,0.0,664.9075178996666,2.2737367544323206e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T00:30:00,2025-01-09,8,3,0:30-0:40,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,2,749.0423518518518,749.0423518518518,749.0423518518518,0.438,0.438,627.2983333333333,0.0,627.2983333333333,121.74401851851849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.74401851851849,0.0,749.0423518518518,9420.074390803537,9535.570907809608,4288.5038173178855,328.08055011111105,0.0,328.08055011111105,4.263256414560601e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T00:40:00,2025-01-09,8,4,0:40-0:50,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,3,761.313264537037,761.313264537037,761.313264537037,0.4088,0.4088,633.51145,0.0,633.51145,127.80181453703699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.80181453703699,0.0,761.313264537037,9535.570907809608,9656.814354721444,3410.0933561600023,311.2248625427407,0.0,311.2248625427407,1.9895196601282805e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T00:50:00,2025-01-09,8,5,0:50-1:00,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,4,1589.904314537037,1589.904314537037,1589.904314537037,0.4364,0.4364,642.2027499999999,0.0,642.2027499999999,833.3333333333333,114.36823120370377,0.0,0.0,0.0,0.0,0.0,0.0,833.3333333333333,0.0,1475.5360833333332,9656.814354721444,10447.383769763539,2531.682895002119,693.8342428639629,0.0,693.8342428639629,2.2737367544323206e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T01:00:00,2025-01-09,8,6,1:00-1:10,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,5,739.376351851852,739.376351851852,739.376351851852,0.5088,0.5088,659.1383333333333,0.0,659.1383333333333,80.23801851851863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.23801851851863,0.0,739.376351851852,10447.383769763539,10523.504237800726,1653.2724338442358,376.1946878222223,0.0,376.1946878222223,1.2789769243681803e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T01:10:00,2025-01-09,8,7,1:10-1:20,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,6,736.6665596296297,736.6665596296297,736.6665596296297,0.5012,0.5012,662.83455,0.0,662.83455,73.83200962962962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.83200962962962,0.0,736.6665596296297,10523.504237800726,10593.54743219786,1200.0,369.2172796863704,0.0,369.2172796863704,2.842170943040401e-14,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T01:20:00,2025-01-09,8,8,1:20-1:30,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,7,750.1147890740741,750.1147890740741,750.1147890740741,0.478,0.478,664.9293333333333,0.0,664.9293333333333,85.18545574074085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.18545574074085,0.0,750.1147890740741,10593.54743219786,10674.361451295923,1327.796320309177,358.5548691774074,0.0,358.5548691774074,8.952838470577262e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T01:30:00,2025-01-09,8,9,1:30-1:40,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,8,763.6982129629628,763.6982129629628,763.6982129629628,0.4707,0.4707,661.2866666666666,0.0,661.2866666666666,102.41154629629614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.41154629629614,0.0,763.6982129629628,10674.361451295923,10771.517574794747,1533.647419829221,359.4727488416666,0.0,359.4727488416666,8.526512829121202e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T01:40:00,2025-01-09,8,10,1:40-1:50,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,9,764.7665832407407,764.7665832407407,764.7665832407407,0.4535,0.4535,640.2898166666666,0.0,640.2898166666666,30.02311231132954,94.45365426274454,0.0,0.0,0.0,0.0,0.0,0.0,30.02311231132954,0.0,670.3129289779962,10771.517574794747,10800.0,1675.2648334340363,346.8216454996759,0.0,346.8216454996759,1.4210854715202004e-14,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T01:50:00,2025-01-09,8,11,1:50-2:00,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,10,752.7359575,752.7359575,752.7359575,0.4965,0.4965,654.3395833333333,0.0,654.3395833333333,0.0,98.39637416666676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.3395833333333,10800.0,10800.0,1800.0362616263953,373.73340289875,0.0,373.73340289875,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T02:00:00,2025-01-09,8,12,2:00-2:10,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,11,0.0,0.0,0.0,0.5399,0.5399,684.5016666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.5016666666667,0.0,10800.0,10078.471890383993,1200.0,0.0,0.0,0.0,5.684341886080801e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T02:10:00,2025-01-09,8,13,2:10-2:20,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,12,818.3751710185186,818.3751710185186,818.3751710185186,0.4534,0.4534,661.4266666666666,0.0,661.4266666666666,156.94850435185197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.94850435185197,0.0,818.3751710185186,10078.471890383993,10227.366315116604,1200.0,371.0513025397963,0.0,371.0513025397963,4.547473508864641e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T02:20:00,2025-01-09,8,14,2:20-2:30,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,13,1658.4500332407406,1658.4500332407406,1658.4500332407406,0.4312,0.4312,659.6080333333333,0.0,659.6080333333333,603.6089030555544,395.2330968518529,0.0,0.0,0.0,0.0,0.0,0.0,603.6089030555544,0.0,1263.2169363888877,10227.366315116604,10800.0,1200.0,715.1236543334074,0.0,715.1236543334074,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T02:30:00,2025-01-09,8,15,2:30-2:40,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,14,1477.3214174245013,1477.3214174245013,1477.3214174245013,0.4938,0.4938,678.3316666666666,0.0,678.3316666666666,0.0,798.9897507578347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.3316666666666,10800.0,10800.0,1811.608415665387,729.5013159242187,0.0,729.5013159242187,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T02:40:00,2025-01-09,8,16,2:40-2:50,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,15,81.19285037037037,81.19285037037037,81.19285037037037,0.475,0.475,646.8873166666666,0.0,81.19285037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.6944662962962,81.19285037037037,10800.0,10203.70567558345,1200.0,38.566603925925925,0.0,38.566603925925925,2.2737367544323206e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T02:50:00,2025-01-09,8,17,2:50-3:00,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,16,834.9237889814816,834.9237889814816,834.9237889814816,0.4826,0.4826,657.0931333333333,0.0,657.0931333333333,177.8306556481483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8306556481483,0.0,834.9237889814816,10203.70567558345,10372.41064847822,1200.0,402.934220562463,0.0,402.934220562463,7.958078640513122e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T03:00:00,2025-01-09,8,18,3:00-3:10,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,17,1625.5169166666665,1625.5169166666665,1625.5169166666665,0.5133,0.5133,705.8799999999999,0.0,705.8799999999999,450.7187513477358,468.9181653189308,0.0,0.0,0.0,0.0,0.0,0.0,450.7187513477358,0.0,1156.5987513477357,10372.41064847822,10800.0,1911.5387274697491,834.3778333249999,0.0,834.3778333249999,5.684341886080802e-14,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T03:10:00,2025-01-09,8,19,3:10-3:20,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,18,781.960494259259,781.960494259259,781.960494259259,0.4523,0.4523,694.448,0.0,694.448,0.0,87.51249425925903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.448,10800.0,10800.0,2077.6823555107344,353.6807315534628,0.0,353.6807315534628,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T03:20:00,2025-01-09,8,20,3:20-3:30,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,19,0.0,0.0,0.0,0.4587,0.4587,684.30345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.30345,0.0,10800.0,10078.680829096284,1420.6226639718257,0.0,0.0,0.0,1.1368683772161603e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T03:30:00,2025-01-09,8,21,3:30-3:40,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,20,810.2258055555556,810.2258055555556,810.2258055555556,0.5359,0.5359,692.5983333333334,0.0,692.5983333333334,117.6274722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.6274722222222,0.0,810.2258055555556,10078.680829096284,10190.272047385406,1591.7937671211719,434.20000919722224,0.0,434.20000919722224,4.689582056016661e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T03:40:00,2025-01-09,8,22,3:40-3:50,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,21,821.8129183333334,821.8129183333334,821.8129183333334,0.5214,0.5214,672.86195,0.0,672.86195,148.95096833333344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.95096833333344,0.0,821.8129183333334,10190.272047385406,10331.579343271691,1771.2577677522177,428.493255619,0.0,428.493255619,5.115907697472721e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T03:50:00,2025-01-09,8,23,3:50-4:00,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,22,839.1372097222221,839.1372097222221,839.1372097222221,0.4921,0.4921,665.6706166666667,0.0,665.6706166666667,173.46659305555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.46659305555545,0.0,839.1372097222221,10331.579343271691,10496.144202873222,1922.362404351783,412.9394209043055,0.0,412.9394209043055,8.526512829121202e-14,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T04:00:00,2025-01-09,8,24,4:00-4:10,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,23,24.893074074074093,24.893074074074093,24.893074074074093,0.5031,0.5031,684.3433333333334,0.0,24.893074074074093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.4502592592593,24.893074074074093,10496.144202873222,9801.022595257287,1200.0,12.523705566666676,0.0,12.523705566666676,5.684341886080801e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T04:10:00,2025-01-09,8,25,4:10-4:20,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,24,877.8835407407407,877.8835407407407,877.8835407407407,0.5235,0.5235,696.5685333333332,0.0,696.5685333333332,181.3150074074075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.3150074074075,0.0,877.8835407407407,9801.022595257287,9973.0331144706,1429.3219067151692,459.57203357777774,0.0,459.57203357777774,3.126388037344441e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T04:20:00,2025-01-09,8,26,4:20-4:30,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,25,1668.3972542592592,1668.3972542592592,1668.3972542592592,0.5153,0.5153,688.2587833333333,0.0,688.2587833333334,833.3333333333333,146.80513759259247,0.0,0.0,0.0,0.0,0.0,0.0,833.3333333333333,0.0,1521.5921166666667,9973.0331144706,10763.602529512695,2219.891321757264,859.7251051197962,0.0,859.7251051197962,2.2737367544323206e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T04:30:00,2025-01-09,8,27,4:30-4:40,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,26,0.0,0.0,0.0,0.4959,0.4959,670.7583333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.7583333333333,0.0,10763.602529512695,10056.561165222103,1484.297215666619,0.0,0.0,0.0,3.410605131648481e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T04:40:00,2025-01-09,8,28,4:40-4:50,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,27,838.7499264814815,838.7499264814815,838.7499264814815,0.5105,0.5105,670.3511333333333,0.0,670.3511333333333,168.39879314814812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.39879314814812,0.0,838.7499264814815,10056.561165222103,10216.318287693615,1623.4765869819232,428.18183746879623,0.0,428.18183746879623,6.252776074688882e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T04:50:00,2025-01-09,8,29,4:50-5:00,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,28,250.55410648148052,250.55410648148052,250.55410648148052,0.4981,0.4981,691.0580333333334,0.0,250.55410648148052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.50392685185284,250.55410648148052,10216.318287693615,9751.986378660262,1200.0,124.80100043842545,0.0,124.80100043842545,5.684341886080802e-14,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T05:00:00,2025-01-09,8,30,5:00-5:10,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,29,1662.210324074074,1662.210324074074,1662.210324074074,0.4678,0.4678,714.8266666666666,0.0,714.8266666666666,833.3333333333333,114.05032407407407,0.0,0.0,0.0,0.0,0.0,0.0,833.3333333333333,0.0,1548.1599999999999,9751.986378660262,10542.555793702357,1851.225202586066,777.5819896018518,0.0,777.5819896018518,2.2737367544323206e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T05:10:00,2025-01-09,8,31,5:10-5:20,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,30,777.8911812962963,777.8911812962963,777.8911812962963,0.4969,0.4969,719.9364166666666,0.0,719.9364166666666,57.95476462962972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.95476462962972,0.0,777.8911812962963,10542.555793702357,10597.536510948936,1909.3695170410074,386.53412798612965,0.0,386.53412798612965,5.471179065352771e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T05:20:00,2025-01-09,8,32,5:20-5:30,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,31,22.972735740740745,22.972735740740745,22.972735740740745,0.543,0.543,732.0130999999999,0.0,22.972735740740745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0403642592591,22.972735740740745,10597.536510948936,9850.1423429307,1200.0,12.474195507222225,0.0,12.474195507222225,9.094947017729282e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T05:30:00,2025-01-09,8,33,5:30-5:40,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,32,790.9847222222223,790.9847222222223,790.9847222222223,0.5172,0.5172,717.7866666666666,0.0,717.7866666666666,73.1980555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.1980555555557,0.0,790.9847222222223,9850.1423429307,9919.58411568603,1200.0,409.09729833333336,0.0,409.09729833333336,7.105427357601002e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T05:40:00,2025-01-09,8,34,5:40-5:50,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,33,1628.1098636111112,1628.1098636111112,1628.1098636111112,0.4212,0.4212,643.6599666666666,0.0023,643.6576666666665,833.3333333333333,151.11886361111146,0.0023,0.0,0.0,0.0,0.0,0.0,833.3333333333333,0.0,1476.9909999999998,9919.58411568603,10710.153530728125,1200.0,685.759874553,0.0,685.759874553,2.2737367544323206e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T05:50:00,2025-01-09,8,35,5:50-6:00,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,34,968.838770462963,968.838770462963,968.838770462963,0.6542,0.6542,742.2176666666666,0.0,742.2176666666666,94.7064942078187,131.91460958847773,0.0,0.0,0.0,0.0,0.0,0.0,94.7064942078187,0.0,836.9241608744852,10710.153530728125,10800.0,1200.0,633.8143236368704,0.0,633.8143236368704,1.1368683772161603e-13,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T06:00:00,2025-01-09,8,36,6:00-6:10,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,35,1214.8484074074074,1214.8484074074074,1214.8484074074074,1.0808,1.0808,945.8383333333333,0.0,945.8383333333333,0.0,269.01007407407417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.8383333333333,10800.0,10800.0,9921.589538842118,1313.008158725926,0.0,1313.008158725926,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T06:10:00,2025-01-09,8,37,6:10-6:20,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,36,1253.8589188888886,1253.7871799999998,1253.7871799999998,1.1405,1.0808,940.9293666666667,0.032016666666666665,940.8973500000001,0.0,312.88982999999973,0.032016666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.8973500000001,10800.0,10800.0,9043.179077684235,1429.9830464855554,0.0,1429.9830464855554,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T06:20:00,2025-01-09,8,38,6:20-6:30,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,37,1198.8968072222222,1198.7533294444443,1198.7533294444443,1.096,1.0808,891.9264166666667,0.0,891.9264166666667,0.0,306.8269127777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891.9264166666667,10800.0,10800.0,8164.768616526352,1313.9111844622223,0.0,1313.9111844622223,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T06:30:00,2025-01-09,8,39,6:30-6:40,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,38,1175.4889231481482,1175.2737064814814,1175.2737064814814,1.1079,1.0808,900.0183333333332,0.0,900.0183333333332,0.0,275.25537314814824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0183333333332,10800.0,10800.0,7286.358155368469,1302.2020424975,0.0,1302.2020424975,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T06:40:00,2025-01-09,8,40,6:40-6:50,q4_3,B1,JANUARY_B1,q4-inheritance-v2,adjustment_time,8,39,1191.6015072222222,1191.3145516666666,1191.3145516666666,1.0647,1.0808,898.1990666666667,0.4459666666666667,897.7531,0.0,293.5614516666666,0.4459666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.7531,10800.0,10800.0,6407.947694210586,1268.5476739417222,0.0,1268.5476739417222,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
