timestamp,date,day_index,slot,interval,branch,level,label,plan_owner_day_index,plan_j,B_kwh,A_kwh,Q_kwh,price_yuan_per_kwh,load_kwh,pv_kwh,qL,qB,u,gL,gB,kappa,eL,eB,e_kwh,x,y,I_kwh,S0_kwh,S1_kwh,target_soc_kwh,regular_fee_yuan,emergency_fee_yuan,cash_fee_yuan,physics_residual,schema_hash
2025-04-01T00:00:00,2025-04-01,90,0,0:00-0:10,q4_3,B1,FORMAL_FROZEN,89,143,0.0,0.0012347487034958249,0.0012347487034958249,0.4523,559.175,0.0,0.0012347487034958249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.1737652512965,0.0012347487034958249,6360.1153284969905,5770.694426494853,5747.951656012571,0.0008377152578867424,0.0,0.0008377152578867424,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-04-01T00:10:00,2025-04-01,90,1,0:10-0:20,q4_3,B1,FORMAL_FROZEN,90,0,566.2976425,566.2976425,566.2976425,0.4439,588.9466333333332,0.0,566.2976425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.648990833333187,566.2976425,5770.694426494853,5746.820293915651,5738.398798982917,251.37952350575003,0.0,251.37952350575003,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-04-01T00:20:00,2025-04-01,90,2,0:20-0:30,q4_3,B1,FORMAL_FROZEN,90,1,1396.9469683333332,1396.9469683333332,1396.9469683333332,0.4153,586.3142833333333,0.0,586.3142833333333,308.58328236331585,502.0494026366841,0.0,0.0,0.0,0.0,0.0,0.0,308.58328236331585,0.0,894.897565696649,5746.820293915651,6039.568099951334,6039.568099951334,580.1520759488333,0.0,580.1520759488333,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-04-01T00:30:00,2025-04-01,90,3,0:30-0:40,q4_3,B1,FORMAL_FROZEN,90,2,555.9473333333333,555.9473333333333,555.9473333333333,0.4035,564.0649999999999,0.0,555.9473333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11766666666665,555.9473333333333,6039.568099951334,6031.011327967103,6032.559463661289,224.324749,0.0,224.324749,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-04-01T00:40:00,2025-04-01,90,4,0:40-0:50,q4_3,B1,FORMAL_FROZEN,90,3,1367.8385316666665,1367.8385316666665,1367.8385316666665,0.4523,573.5789333333332,0.0,573.5789333333332,319.09219576719545,475.16740256613787,0.0,0.0,0.0,0.0,0.0,0.0,319.09219576719545,0.0,892.6711291005287,6031.011327967103,6333.728764629706,6333.728764629706,618.6733678728333,0.0,618.6733678728333,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-04-01T00:50:00,2025-04-01,90,5,0:50-1:00,q4_3,B1,FORMAL_FROZEN,90,4,566.6798466666668,566.6798466666668,566.6798466666668,0.4696,586.0358666666666,0.0,566.6798466666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35601999999983,566.6798466666668,6333.728764629706,6313.325728084449,6324.8821753357,266.11285599466675,0.0,266.11285599466675,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-04-01T01:00:00,2025-04-01,90,6,1:00-1:10,q4_3,B1,FORMAL_FROZEN,90,5,0.0,0.0,0.0,0.4291,582.5266666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.5266666666666,0.0,6313.325728084449,5699.288706600331,5694.920379491833,0.0,0.0,0.0,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-04-01T01:10:00,2025-04-01,90,7,1:10-1:20,q4_3,B1,FORMAL_FROZEN,90,6,0.0,0.0,0.0,0.4003,576.8009166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.8009166666666,0.0,5699.288706600331,5091.287155553784,5115.410176074642,0.0,0.0,0.0,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-04-01T01:20:00,2025-04-01,90,8,1:20-1:30,q4_3,B1,FORMAL_FROZEN,90,7,1397.8468191666666,1397.8468191666666,1397.8468191666666,0.4274,589.0513666666666,0.0,589.0513666666666,371.78518478119526,437.01026771880476,0.0,0.0,0.0,0.0,0.0,0.0,371.78518478119526,0.0,960.8365514478619,5091.287155553784,5443.993550818328,5443.993550818328,597.4397305118333,0.0,597.4397305118333,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-04-01T01:30:00,2025-04-01,90,9,1:30-1:40,q4_3,B1,FORMAL_FROZEN,90,8,1429.9504999999997,1429.9504999999997,1429.9504999999997,0.4726,600.8266666666666,0.0,600.8266666666666,753.9682539682542,75.15557936507889,0.0,0.0,0.0,0.0,0.0,0.0,753.9682539682542,0.0,1354.7949206349208,5443.993550818328,6159.270640618319,6159.270640618319,675.7946062999998,0.0,675.7946062999998,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-04-01T01:40:00,2025-04-01,90,10,1:40-1:50,q4_3,B1,FORMAL_FROZEN,90,9,591.8009991666667,591.8009991666667,591.8009991666667,0.4514,577.4585333333333,0.0,577.4585333333333,14.342465833333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.342465833333335,0.0,591.8009991666667,6159.270640618319,6172.877098407263,6173.915406451711,267.13897102383334,0.0,267.13897102383334,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-04-01T01:50:00,2025-04-01,90,11,1:50-2:00,q4_3,B1,FORMAL_FROZEN,90,10,0.0,0.0,0.0,0.3919,576.0554333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0554333333333,0.0,6172.877098407263,5565.661355791058,5570.643731156328,0.0,0.0,0.0,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-04-01T02:00:00,2025-04-01,90,12,2:00-2:10,q4_3,B1,FORMAL_FROZEN,90,11,0.04685764617608097,0.04685764617608097,0.04685764617608097,0.3649,608.1899999999999,0.0,0.04685764617608097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.1431423538238,0.04685764617608097,5565.661355791058,4924.6221980410255,4935.358906484317,0.017098355089651948,0.0,0.017098355089651948,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-04-01T02:10:00,2025-04-01,90,13,2:10-2:20,q4_3,B1,FORMAL_FROZEN,90,12,620.6334991666666,620.6334991666666,620.6334991666666,0.4146,625.95875,0.0,620.6334991666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.325250833333371,620.6334991666666,4924.6221980410255,4919.008890792677,4947.897028143659,257.3146487545,0.0,257.3146487545,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-04-01T02:20:00,2025-04-01,90,14,2:20-2:30,q4_3,B1,FORMAL_FROZEN,90,13,0.0,0.0,0.0,0.4287,620.0220833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0220833333333,0.0,4919.008890792677,4265.448229813992,4338.486086335265,0.0,0.0,0.0,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-04-01T02:30:00,2025-04-01,90,15,2:30-2:40,q4_3,B1,FORMAL_FROZEN,90,14,0.0,0.0,0.0,0.4028,609.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.505,0.0,4265.448229813992,3622.9735480603495,3750.605785956533,0.0,0.0,0.0,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
